13/may/2022 08:13:42 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VARELA, cadenaComparar: VARELA PORRAS, borrarLetraN:  false
13/may/2022 08:13:56 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:56 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DOMBIA, cadenaComparar: DOUMBIA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IMRAN, cadenaComparar: SHARIF, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BANO, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANTONIO BIYOGO, cadenaComparar: BIEL ESOMO, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NZANG, cadenaComparar: NCHAMA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BOUKDIRE, cadenaComparar: BOUKDIRI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: PARVEEN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YUAN, cadenaComparar: PIJIAN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PIJIAN, cadenaComparar: YUAN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: Mª VICTORIA, cadenaComparar: MARIA VICTORIA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AYESHA, cadenaComparar: AYESHA ASLAM, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ASLAM, cadenaComparar: PERVEZ, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: NOREEN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CHALYSHAKAM, cadenaComparar: CHALYSHKAM, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M GEMA, cadenaComparar: MARIA GEMA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SIGUENSA, cadenaComparar: LEMA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LEMA, cadenaComparar: SIGUENSA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CARLOS, cadenaComparar: CARLOS ASIER, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ROSU, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MIRIAN, cadenaComparar: MIRIAM, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO JAVIE, cadenaComparar: FRANCISCO JAVIER, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARCIA, cadenaComparar: GARCIA ESPONA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSE, cadenaComparar: JOSE MANUEL, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DE VICENTE, cadenaComparar: VICENTE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SOSA, cadenaComparar: SOSA CONTRERAS, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CONTRERAS, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YESSICA, cadenaComparar: JESICA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ROJAS, cadenaComparar: ROJAS EFFER, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EFFER, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LAZA, cadenaComparar: LAZO, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: KAUR, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SOODI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NADIE, cadenaComparar: NEDIE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JESUS MARIA, cadenaComparar: JESUS MARIA RAMON, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BALDE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN, cadenaComparar: JUAN JOSE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VERA, cadenaComparar: VAREA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IZURRATEGI, cadenaComparar: IZURRATEGUI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AZKARRETAZABAL, cadenaComparar: AZCARRETAZABAL, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ECHABE, cadenaComparar: ECHAVE, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTA EUGENI, cadenaComparar: MARTA EUGENIA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BARHOLINI, cadenaComparar: BARTHOLINI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: CARMEN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BELEN, cadenaComparar: MARIA BELEN, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GURRUTXAGA, cadenaComparar: GURRUCHAGA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IURRITEGI, cadenaComparar: IURRITEGUI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ETXEBARRIA, cadenaComparar: ECHEVARRIA, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA ESTEFANY, cadenaComparar: MAIRA ESTEFANY, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FELLAH, cadenaComparar: EL FELLAH, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARFAOUI EP ALIBOUCH, cadenaComparar: ARFAOUI, borrarLetraN:  false
13/may/2022 08:13:57 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LOPEZ, cadenaComparar: GAMBOA, borrarLetraN:  false
13/may/2022 08:13:58 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: GORENKO, borrarLetraN:  false
13/may/2022 08:13:59 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO, cadenaComparar: FRANCISCO JAVIER, borrarLetraN:  false
13/may/2022 08:13:59 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: DIALLO, borrarLetraN:  false
13/may/2022 08:13:59 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SCOBIOALA, borrarLetraN:  false
13/may/2022 08:14:00 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:00 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:01 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:01 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IAN, cadenaComparar: YAN, borrarLetraN:  false
13/may/2022 08:14:01 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN A, cadenaComparar: JUAN ANTONIO, borrarLetraN:  false
13/may/2022 08:14:02 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LUZ, cadenaComparar: SANTIAGO CESAR, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M. JESUS, cadenaComparar: MARIA JESUS, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MARTINEZ, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EZ-ZAHOUANY, cadenaComparar: EZ-ZAHOUANNY, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ADA, cadenaComparar: MAX, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARGARITA, cadenaComparar: MARGARITA MARIA MILAGROS, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IGNACIO, cadenaComparar: IGNACIO DOMINGO, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ESKURDIA, cadenaComparar: EZCURDIA, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ETXEBERRIA, cadenaComparar: ECHEVERRIA, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: EL HIRACH, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSE DEYMAN, cadenaComparar: JOSE DEYMAR, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ED-DOUA, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MA DOLORES, cadenaComparar: MARIA DOLORES, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M.MAR, cadenaComparar: MARIA AFRICA DEL MAR, borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ., cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:03 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARCIALA, cadenaComparar: ARCILA, borrarLetraN:  false
13/may/2022 08:14:04 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SARAH, cadenaComparar: SARRA, borrarLetraN:  false
13/may/2022 08:14:04 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SENOUCI, borrarLetraN:  false
13/may/2022 08:14:04 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M. PILAR, cadenaComparar: MARIA PILAR, borrarLetraN:  false
13/may/2022 08:14:05 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MEO EVOLI, cadenaComparar: MEO-EVOLI, borrarLetraN:  false
13/may/2022 08:14:06 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: WEN, borrarLetraN:  false
13/may/2022 08:14:06 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ATMANI, borrarLetraN:  false
13/may/2022 08:14:07 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: EL HAOUARI, borrarLetraN:  false
13/may/2022 08:14:09 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GASSAMA, cadenaComparar: SOUHAIBOU, borrarLetraN:  false
13/may/2022 08:14:09 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SOUHAIBOU, cadenaComparar: GASSAMA, borrarLetraN:  false
13/may/2022 08:14:09 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NANCY MILADIS, cadenaComparar: NANCY MILADI, borrarLetraN:  false
13/may/2022 08:14:09 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MUHAMMAD ABDULHAMEED MUHAMMADH, cadenaComparar: MUHAMMAD ABDULHAMEED MUHAMMAD, borrarLetraN:  false
13/may/2022 08:14:10 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M ISABEL, cadenaComparar: MARIA ISABEL, borrarLetraN:  false
13/may/2022 08:14:10 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DE ANDRADE, cadenaComparar: NETO, borrarLetraN:  false
13/may/2022 08:14:10 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M JOSE, cadenaComparar: MARIA JOSE, borrarLetraN:  false
13/may/2022 08:14:10 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BRATOI, borrarLetraN:  false
13/may/2022 08:14:10 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SION, cadenaComparar: LUN, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTA, cadenaComparar: MARIA PILAR, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA PILAR, cadenaComparar: MARTA, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EL YAAKOUBI, cadenaComparar: YAAKOUBI, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: YAAKOUBI, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANGLADA, cadenaComparar: MARIN, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIN, cadenaComparar: ANGLADA, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IJAZ, cadenaComparar: SHAFI, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AKHTAR, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BENSAID, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BENSAID, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SAMIUEL EDUARDO, cadenaComparar: SAMUEL EDUARDO, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NIETO, cadenaComparar: NIETOO, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NIETOO, cadenaComparar: NIETO, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: KARIM AHMED HASSAN, cadenaComparar: KARIM, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AHMED, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: TSVOATNITSKAYA, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JORDAN, cadenaComparar: JORDAN EDU, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ENRIQUE, cadenaComparar: ENRIC, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MORALES, cadenaComparar: CARDO, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CARDO, cadenaComparar: MORALES, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: POSA, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M JESUS, cadenaComparar: MARIA JESUS, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EZ-ZAHOUANNY, cadenaComparar: EZ-ZAHOUANY, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TASAWAR, cadenaComparar: TASAWAR HUSSAIN, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HUSSAIN, cadenaComparar: MUHAMMAD, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: NOREEN, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HUSSAIN, cadenaComparar: MUHAMMAD, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: NOREEN, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RAMOS SIQUEIRA, cadenaComparar: RAMOS, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MERDECES, cadenaComparar: MERCEDES, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CEFERINO, cadenaComparar: CEFIRO, borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:11 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: TADEVOSYAN, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARANO, cadenaComparar: MARANO MARTINEZ, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTINEZ, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: HAIDARA, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GOMEZ, cadenaComparar: GOMEZ PIETRI, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PIETRI, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BADEA, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RODRIGO, cadenaComparar: CESAR RODRIGO, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: HAIDARA, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: HEMMI, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EL HAOUARI, cadenaComparar: ELHAOUARI, borrarLetraN:  false
13/may/2022 08:14:12 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SEIDULLAEVA, borrarLetraN:  false
